category,subcategory,skill_name,level,base_score,description,evidence_examples,developer_type
Architectural Patterns,Event-Driven,Event Sourcing,Advanced,72,이벤트 스토어 구현,"event store, replay",Backend
DevOps,Kubernetes,Kustomize,Intermediate,35,Overlay 관리,"kustomization.yaml, patches",DevOps
DevOps,Kubernetes,Kustomize,Advanced,72,복잡한 변환,"transformers, generators",DevOps
DevOps,Kubernetes,K3s,Intermediate,32,경량 Kubernetes,"k3s install, edge deployment",DevOps
DevOps,Kubernetes,K3s,Advanced,72,Edge/IoT 배포,"multi-node cluster, HA setup","DevOps,Embedded"
DevOps,Container Runtime,containerd,Advanced,72,Low-level container,"ctr, containerd API",DevOps
DevOps,Container Runtime,CRI-O,Advanced,72,Kubernetes native runtime,"crictl, CRI interface",DevOps
보안,인증 및 권한,OpenID Connect,Intermediate,35,OIDC 플로우,"ID token, UserInfo endpoint","Backend,Security"
보안,인증 및 권한,OpenID Connect,Advanced,76,Discovery + Claims,"OIDC discovery, custom claims","Backend,Security"
보안,인증 및 권한,mTLS,Advanced,76,상호 TLS 인증,"client certificates, mutual authentication","Backend,Security,DevOps"
보안,API Security,Authlib,Intermediate,35,OAuth2 서버,"AuthorizationServer, ResourceProtector","Backend,Security"
보안,API Security,Authlib,Advanced,76,OIDC + JWT,"OpenID Connect, token introspection","Backend,Security"
클라우드,AWS,AWS SSM,Intermediate,32,Parameter Store,"SSM parameters, SecureString","DevOps,Backend"
클라우드,AWS,AWS SSM,Advanced,72,Session Manager,"SSM Session, automation",DevOps
클라우드,GCP,Cloud Pub/Sub,Intermediate,35,토픽 + 구독,"publish, pull, push subscription","Backend,Data,DevOps"
클라우드,GCP,Cloud Pub/Sub,Advanced,76,순서 보장 + 필터,"ordering keys, message filtering","Backend,Data"
AI/ML,MLOps,TFX,Advanced,76,TensorFlow Extended,"TFX components, orchestration","AI/ML,DevOps"
AI/ML,Model Serving,Triton Inference Server,Intermediate,38,모델 서빙,"model repository, ensemble","AI/ML,DevOps"
AI/ML,Model Serving,Triton Inference Server,Advanced,80,최적화 + 스케일,"dynamic batching, model analyzer","AI/ML,DevOps"
AI/ML,AutoML,AutoKeras,Intermediate,35,자동 모델 탐색,"AutoModel, ImageClassifier",AI/ML
AI/ML,AutoML,AutoKeras,Advanced,72,Custom search space,"custom blocks, tuner",AI/ML
AI/ML,강화학습,RLlib,Intermediate,40,RL 알고리즘,"PPO, DQN, A3C",AI/ML
AI/ML,강화학습,RLlib,Advanced,80,분산 학습,"distributed training, custom models",AI/ML
AI/ML,컴퓨터 비전,Detectron2,Advanced,76,객체 감지 프레임워크,"Faster R-CNN, Mask R-CNN",AI/ML
AI/ML,Explainable AI,SHAP,Intermediate,38,모델 해석,"TreeExplainer, summary_plot","AI/ML,Data"
AI/ML,Explainable AI,SHAP,Advanced,76,복잡한 해석,"DeepExplainer, force_plot",AI/ML
AI/ML,Explainable AI,LIME,Intermediate,35,로컬 해석,"LimeTabularExplainer, explain_instance","AI/ML,Data"
데이터 저장,Knowledge Graph,RDF,Intermediate,35,RDF 트리플,"rdflib, Graph, Turtle format","Data,AI/ML"
데이터 저장,Knowledge Graph,RDF,Advanced,76,SPARQL 쿼리,"SPARQL queries, inference","Data,AI/ML"
데이터 저장,Knowledge Graph,Ontology,Advanced,72,OWL 온톨로지,"owlready2, reasoning","Data,AI/ML"
Specialized,WebAssembly,PyScript,Intermediate,32,Browser에서 Python,"pyscript tag, py-script","Frontend,Fullstack"
Specialized,WebAssembly,Pyodide,Intermediate,35,Python in WASM,"pyodide.loadPackage, runPython","Frontend,Fullstack"
Specialized,WebAssembly,Pyodide,Advanced,76,JS 통합,"JavaScript interop, custom packages","Frontend,Fullstack"
Architectural Patterns,Design Patterns,Domain-Driven Design,Advanced,76,DDD 구현,"Aggregate, Repository, Entity",Backend
Architectural Patterns,Design Patterns,Hexagonal Architecture,Advanced,72,Ports & Adapters,"port/adapter pattern, dependency inversion",Backend
Architectural Patterns,Design Patterns,Clean Architecture,Advanced,72,계층 분리,"entities, use cases, interface adapters",Backend
함수형 프로그래밍 및 고급 기능,Reactive,RxPY,Intermediate,35,Observable 스트림,"Observable, operators","Backend,All"
함수형 프로그래밍 및 고급 기능,Reactive,RxPY,Advanced,76,복잡한 파이프라인,"hot/cold observables, schedulers",Backend
API & 통신,Serialization,Protocol Buffers,Basic,10,기본 메시지,"message definition, SerializeToString","Backend,All"
API & 통신,Serialization,Protocol Buffers,Intermediate,35,복잡한 구조,"nested messages, repeated fields",Backend
API & 통신,Serialization,Protocol Buffers,Advanced,76,최적화,"custom options, reflection",Backend
추가 프레임워크 및 라이브러리,데이터 검증,Cerberus,Intermediate,30,스키마 검증,"Validator, schema rules","Backend,All"
추가 프레임워크 및 라이브러리,데이터 검증,jsonschema,Intermediate,30,JSON Schema 검증,"validate, Draft7Validator","Backend,All"
추가 프레임워크 및 라이브러리,데이터 검증,jsonschema,Advanced,68,커스텀 검증,"custom validators, format checkers",Backend
워크플로우,Orchestration,Dagster,Intermediate,38,Data asset 관리,"@asset decorator, jobs","Data,Backend"
워크플로우,Orchestration,Dagster,Advanced,80,복잡한 파이프라인,"partitions, sensors, schedules",Data
문서화,API Docs,Redoc,Intermediate,28,OpenAPI 문서화,"Redoc UI, OpenAPI spec","Backend,Fullstack"
모니터링 및 관찰성,분산 추적,Zipkin,Intermediate,35,분산 추적,"py_zipkin, trace context","DevOps,Backend"
보안,Rate Limiting,python-limits,Intermediate,32,제한 전략,"storage backends, strategies",Backend
파일 및 예외 처리,파일 I/O,ZIP 파일 압축 해제,Intermediate,25,Ability to extract files from a ZIP archive using the zipfile module in Python,The code uses the zipfile module to extract the contents of a ZIP file to a specified directory.,All
멀티미디어,음성 처리,음성 인식 (Speech-to-Text),Intermediate,30,The code includes functionality for processing audio files and performing speech-to-text conversion. This suggests the need for skills in speech recognition and natural language processing.,The code calls methods to process audio files and convert them to text using speech recognition libraries.,All
자연어 처리,음성 인식 후처리,음성 인식 결과 후처리,Intermediate,30,"The code processes the speech recognition results, including handling recognition errors, formatting the output, and saving the results to a CSV file.","The code catches various exceptions (UnknownValueError, RequestError) and formats the recognized text with timestamps, demonstrating basic post-processing of the speech recognition output.",All
멀티미디어,오디오 녹음,음성 녹음,Intermediate,30,The code demonstrates the ability to record audio from a microphone using the pyaudio library.,"The code imports pyaudio and uses it to open an audio stream, record audio, and save it to a WAV file.",All
멀티미디어,오디오 신호 처리,음성 데이터 전처리,Intermediate,30,"The code performs audio data preprocessing, such as chunking the audio stream and converting it to the appropriate format (paInt16) for speech recognition.","The code sets the chunk size, audio format, and other parameters for the audio stream, demonstrating basic audio data handling.",All
보안,암호학,시저 암호 해독,Intermediate,30,시저 암호를 사용하여 암호화된 텍스트를 해독하는 기능 구현,"시저 암호 해독 알고리즘 구현, 단어 사전 활용, 모든 가능한 시프트 값 시도",All
시스템 프로그래밍,시스템 정보,시스템 정보 수집,Intermediate,30,"Ability to collect and process system-level information, such as platform details and system metrics.","The code imports the 'platform' and 'psutil' modules, which are commonly used to gather system-level information.",All
메모리 관리,mmap,메모리 매핑,Intermediate,30,"The code imports the 'mmap' module, which is used for memory-mapping files. This demonstrates the ability to efficiently work with large files by mapping them into memory.","The code imports the 'mmap' module, which is used for memory-mapping files.",All
웹 프레임워크 - Flask,Flask 기초,Flask 디버그 모드,Basic,8,Flask 애플리케이션의 디버그 모드 사용 및 디버깅 정보 활용,"The code checks the app.debug flag to determine the hostname, demonstrating basic usage of Flask's debug mode.",All
파일 및 예외 처리,파일 검색,날짜 범위 검색,Intermediate,25,"The code includes a bonus feature to search for text within a date range, which requires handling datetime objects and filtering CSV data accordingly.",The code imports the datetime module and uses it to filter CSV data based on a date range.,All
검색,텍스트 검색,키워드 검색,Intermediate,25,"The code includes a bonus feature to search for text within the CSV data, which requires implementing a text search algorithm.","The code mentions a 'keyword search' feature, but does not provide the implementation details.",All
수학,Calculator,공학용 계산기 기능 구현,Advanced,72,"Implementing the core functionality of an engineering calculator, including support for scientific notation, trigonometric functions, logarithms, and other advanced mathematical operations.","The code handles various calculator operations like basic arithmetic, trigonometric functions, logarithms, and other advanced math functions, with special handling for edge cases and precision issues.",All
수학,Calculator Memory,계산기 메모리 기능,Intermediate,30,"Implementing memory-related features in a calculator, such as storing, retrieving, and performing operations on a memory value.","The code has methods like 'mc', 'm+', 'm-', and 'mr' that allow the user to manage a memory value in the calculator.",All
알고리즘,수식 처리,계산기 로직 구현,Advanced,72,"The code implements the core logic of a calculator, including parsing mathematical expressions, handling operators and precedence, and evaluating the results. This demonstrates advanced skills in designing and implementing a complex calculator application.","tokenize, infix_to_postfix, evaluate_postfix, safe_calculate methods handle the calculation logic",All
